Activity database;Activity code;Activity name;Activity unit;Activity type;OPENLCA names;Exchange database;Exchange input;Exchange amount;Exchange unit;Exchange type;Exchange uncertainty type;Exchange loc;Exchange scale;Exchange negative;Ecospold_code_OPENLCA
CCU;CO2_to_MeOH [CO2_treatment];CO2_to_MeOH [CO2_treatment];kilogram;process;;CCU;CO2_to_MeOH [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_MeOH [CO2_treatment];CO2_to_MeOH [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_MeOH [CO2_treatment];CO2_to_MeOH [CO2_treatment];kilogram;process;;CCU;Production [H2_from_PEM];0.136395268;kilogram;technosphere;2;-1.992198227;0.000001;FALSE;
CCU;CO2_to_MeOH [CO2_treatment];CO2_to_MeOH [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.925539318;kilowatt hour;technosphere;2;-0.077378665;0.000001;FALSE;
CCU;CO2_to_MeOH [CO2_treatment];CO2_to_MeOH [CO2_treatment];kilogram;process;market for methanol | methanol | Consequential, U - GLO;ecoinvent 3.4 conseq;3d820bee37a3e53f941d7f08438eccea;-0.695894224;kilogram;technosphere;2;-0.362557607;0.000001;TRUE;
CCU;CO2_to_MeOH [CO2_treatment];CO2_to_MeOH [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.032011134;kilogram;biosphere;2;-3.44167149;0.000001;FALSE;
CCU;CO2_to_CH4 [CO2_treatment];CO2_to_CH4 [CO2_treatment];kilogram;process;;CCU;CO2_to_CH4 [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_CH4 [CO2_treatment];CO2_to_CH4 [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_CH4 [CO2_treatment];CO2_to_CH4 [CO2_treatment];kilogram;process;;CCU;Production [H2_from_PEM];0.172167404;kilogram;technosphere;2;-1.759287997;0.000001;FALSE;
CCU;CO2_to_CH4 [CO2_treatment];CO2_to_CH4 [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.112283089;kilowatt hour;technosphere;2;-2.186732012;0.000001;FALSE;
CCU;CO2_to_CH4 [CO2_treatment];CO2_to_CH4 [CO2_treatment];kilogram;process;market for natural gas, high pressure | natural gas, high pressure | Consequential, U - DE;ecoinvent 3.4 conseq;d156f88bb4654c2834691b261bada299;-0.40506165;cubic meter;technosphere;2;-0.903716;0.000001;TRUE;
CCU;CO2_to_CH4 [CO2_treatment];CO2_to_CH4 [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.066008847;kilogram;biosphere;2;-2.717966507;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;;CCU;Production [Conventional_PEP];1;kilogram;production;;;;;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;;CCU;Production [DMC_Catalyst];0.000114;kilogram;technosphere;2;-9.07931211;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.416666667;kilowatt hour;technosphere;2;-0.875468737;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;market for propylene oxide, liquid | propylene oxide, liquid | Consequential, U - GLO;ecoinvent 3.4 conseq;c838c2d710aff2dff1853e2f06184237;0.97;kilogram;technosphere;2;-0.030459207;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;market for glycerine | glycerine | Consequential, U - GLO;ecoinvent 3.4 conseq;75ff332e4389dd3ad339826129d8e44f;0.02;kilogram;technosphere;2;-3.912023005;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;market for propylene glycol, liquid | propylene glycol, liquid | Consequential, U - GLO;ecoinvent 3.4 conseq;2b7e35af9b2380ab502b9d55183366e1;0.01;kilogram;technosphere;2;-4.605170186;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;market for steam, in chemical industry | steam, in chemical industry | Consequential, U - GLO;ecoinvent 3.4 conseq;e9243150c886442b26b88cddd55a8311;0.02;kilogram;technosphere;2;-3.912023005;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;market for water, decarbonised, at user | water, decarbonised, at user | Consequential, U - GLO;ecoinvent 3.4 conseq;6a3eca9d84047af8d2343e0a111d37fd;2.11;kilogram;technosphere;2;0.746687947;0.000001;FALSE;
CCU;Production [Conventional_PEP];Production [Conventional_PEP];kilogram;process;treatment of waste zeolite, inert material landfill | waste zeolite | Consequential, U - RoW;ecoinvent 3.4 conseq;32df93c56c16e0a0274ab5f79fb7f99c;-0.000114;kilogram;technosphere;2;-9.07931211;0.000001;TRUE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;;CCU;CO2_to_PEP [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;;CCU;Production [DMC_Catalyst];0.000708075;kilogram;technosphere;2;-7.252961196;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;;CCU;Production [Conventional_PEP];-6.211180124;kilogram;technosphere;2;1.826350914;0.000001;TRUE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.062111801;kilowatt hour;technosphere;2;-2.778819272;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;market for propylene oxide, liquid | propylene oxide, liquid | Consequential, U - GLO;ecoinvent 3.4 conseq;c838c2d710aff2dff1853e2f06184237;5.01863354;kilogram;technosphere;2;1.613157694;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;market for glycerine | glycerine | Consequential, U - GLO;ecoinvent 3.4 conseq;75ff332e4389dd3ad339826129d8e44f;0.134161491;kilogram;technosphere;2;-2.00871105;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;market for propylene glycol, liquid | propylene glycol, liquid | Consequential, U - GLO;ecoinvent 3.4 conseq;2b7e35af9b2380ab502b9d55183366e1;0.38447205;kilogram;technosphere;2;-0.955884185;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;market for steam, in chemical industry | steam, in chemical industry | Consequential, U - GLO;ecoinvent 3.4 conseq;e9243150c886442b26b88cddd55a8311;0.310559006;kilogram;technosphere;2;-1.16938136;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;market for water, decarbonised, at user | water, decarbonised, at user | Consequential, U - GLO;ecoinvent 3.4 conseq;6a3eca9d84047af8d2343e0a111d37fd;10.49689441;kilogram;technosphere;2;2.351079443;0.000001;FALSE;
CCU;CO2_to_PEP [CO2_treatment];CO2_to_PEP [CO2_treatment];kilogram;process;treatment of waste zeolite, inert material landfill | waste zeolite | Consequential, U - RoW;ecoinvent 3.4 conseq;32df93c56c16e0a0274ab5f79fb7f99c;-0.000708075;kilogram;technosphere;2;-7.252961196;0.000001;TRUE;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;;CCU;CO2_to_EtOH_elec [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;2.930181418;kilowatt hour;technosphere;2;1.075064339;0.000001;FALSE;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;1.252974162;megajoule;technosphere;2;0.225520054;0.000001;FALSE;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;market for water, ultrapure | water, ultrapure | Consequential, U - GLO;ecoinvent 3.4 conseq;a4ba1e68fcbf8f0456104e3e293e4375;1.41206707;kilogram;technosphere;2;0.345054638;0.000001;FALSE;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;market for ethanol, without water, in 99.7% solution state, from ethylene | ethanol, without water, in 99.7% solution state, from ethylene | Consequential, U - GLO;ecoinvent 3.4 conseq;0113dc0e2144fed64b17e46a5859836e;-0.285871358;kilogram;technosphere;2;-1.252213367;0.000001;TRUE;
CCU;CO2_to_EtOH_elec [CO2_treatment];CO2_to_EtOH_elec [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.05;kilogram;biosphere;2;-2.995732274;0.000001;FALSE;
CCU;Production [BmimBr];Production [BmimBr];kilogram;process;;CCU;Production [BmimBr];1;kilogram;production;;;;;
CCU;Production [BmimBr];Production [BmimBr];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.0675;kilowatt hour;technosphere;2;-2.695627681;0.000001;FALSE;
CCU;Production [BmimBr];Production [BmimBr];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;1.737;megajoule;technosphere;2;0.552159487;0.000001;FALSE;
CCU;Production [BmimBr];Production [BmimBr];kilogram;process;;CCU;Production [N-Methylimidazole];0.391;kilogram;technosphere;2;-0.939047719;0.000001;FALSE;
CCU;Production [BmimBr];Production [BmimBr];kilogram;process;;CCU;Production [1-Brombutane];0.719;kilogram;technosphere;2;-0.329893921;0.000001;FALSE;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;;CCU;Production [N-Methylimidazole];1;kilogram;production;;;;;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.271099744;kilowatt hour;technosphere;2;-1.305268466;0.000001;FALSE;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;1.508951407;megajoule;technosphere;2;0.411414977;0.000001;FALSE;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;market for glyoxal | glyoxal | Consequential, U - GLO;ecoinvent 3.4 conseq;91f5e3c398c830133e3db99354327545;2.3657289;kilogram;technosphere;2;0.861086178;0.000001;FALSE;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;market for methylamine | methylamine | Consequential, U - GLO;ecoinvent 3.4 conseq;90cde8dd89c71b0d353b8d0d89ea3135;0.508951407;kilogram;technosphere;2;-0.675402735;0.000001;FALSE;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;market for formaldehyde | formaldehyde | Consequential, U - GLO;ecoinvent 3.4 conseq;1d70e8d42dae293bdb9a58a94aed3acd;1.324808184;kilogram;technosphere;2;0.281267682;0.000001;FALSE;
CCU;Production [N-Methylimidazole];Production [N-Methylimidazole];kilogram;process;market for ammonia, liquid | ammonia, liquid | Consequential, U - RER;ecoinvent 3.4 conseq;f39a807ceb19aeeb97f8d2ad3ba537bd;0.286445013;kilogram;technosphere;2;-1.250208689;0.000001;FALSE;
CCU;Production [1-Brombutane];Production [1-Brombutane];kilogram;process;;CCU;Production [1-Brombutane];1;kilogram;production;;;;;
CCU;Production [1-Brombutane];Production [1-Brombutane];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.00364395;kilowatt hour;technosphere;2;-5.61468704;0.000001;FALSE;
CCU;Production [1-Brombutane];Production [1-Brombutane];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;0.442280946;megajoule;technosphere;2;-0.815809975;0.000001;FALSE;
CCU;Production [1-Brombutane];Production [1-Brombutane];kilogram;process;market for 1-butanol | 1-butanol | Consequential, U - GLO;ecoinvent 3.4 conseq;18681e7ad59ec0db075f70ecbddf963b;0.552155772;kilogram;technosphere;2;-0.593925077;0.000001;FALSE;
CCU;Production [1-Brombutane];Production [1-Brombutane];kilogram;process;market for hydrochloric acid, without water, in 30% solution state | hydrochloric acid, without water, in 30% solution state | Consequential, U - RER;ecoinvent 3.4 conseq;dd481e367722121a85198056606e038c;0.607788595;kilogram;technosphere;2;-0.497928163;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;;CCU;CO2_to_DMC_elec [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;281.7460317;kilowatt hour;technosphere;2;5.641006069;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for methanol | methanol | Consequential, U - GLO;ecoinvent 3.4 conseq;3d820bee37a3e53f941d7f08438eccea;1.448979592;kilogram;technosphere;2;0.370859579;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;961.2244898;megajoule;technosphere;2;6.868207982;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for water, ultrapure | water, ultrapure | Consequential, U - GLO;ecoinvent 3.4 conseq;a4ba1e68fcbf8f0456104e3e293e4375;10.20408163;kilogram;technosphere;2;2.3227878;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for aniline | aniline | Consequential, U - GLO;ecoinvent 3.4 conseq;3de034c84e68b282b16a093fd77851d4;0.006122449;kilogram;technosphere;2;-5.095793102;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;;CCU;Production [BmimBr];0.306122449;kilogram;technosphere;2;-1.183770097;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for platinum | platinum | Consequential, U - GLO;ecoinvent 3.4 conseq;0cbf9bf683b009699c336a74fb5fc87b;6.32653E-07;kilogram;technosphere;2;-14.27334365;0.000001;FALSE;
CCU;CO2_to_DMC_elec [CO2_treatment];CO2_to_DMC_elec [CO2_treatment];kilogram;process;market for dimethyl carbonate | dimethyl carbonate | Consequential, U - GLO;ecoinvent 3.4 conseq;9c31e46956711bf1cb010b590cf33e5b;-2.040816327;kilogram;technosphere;2;0.713349888;0.000001;TRUE;
